index,city,district,min_booking_duration,first_pic_category,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,clicks
9940,465,49,3,KITCHEN,2,4,3000.0,120.0,3000.0,4,1,80.0,18
18242,343,435,1,LIVING_DINING_ROOM,1,1,500.0,0.0,500.0,0,14,0.0,0
9370,141,1377,1,EMPTY_ROOM,1,1,500.0,,825.0,,1,,0
4798,141,1052,2,LIVING_DINING_ROOM,1,1,500.0,49.0,1110.0,2,4,,0
11107,822,923,1,LIVING_DINING_ROOM,1,1,1000.0,30.0,2310.0,2,18,85.0,465
7010,465,567,3,LIVING_DINING_ROOM,3,2,1500.0,80.0,2100.0,4,28,150.0,803
14516,141,5,2,LIVING_DINING_ROOM,1,2,2500.0,84.0,1690.0,2,36,150.0,1657
23564,289,373,1,BATHROOM,1,1,500.0,,800.0,,7,,0
21100,745,852,4,WALK_IN_CLOSET,4,5,5000.0,270.0,4120.0,6,46,500.0,88
15131,141,458,1,ROOM_BEDROOM,5,3,1000.0,82.0,2390.0,5,10,49.0,0
25259,141,759,2,ROOM_BEDROOM,3,5,4170.0,108.0,2780.0,4,21,289.0,1098
18864,739,846,1,LIVING_DINING_ROOM,1,1,0.0,22.0,929.0,2,11,60.0,217
26900,1128,1196,1,LIVING_DINING_ROOM,2,4,2000.0,120.0,2200.0,4,53,200.0,1570
2604,895,989,4,LIVING_DINING_ROOM,1,2,895.0,50.0,895.0,2,5,100.0,113
11323,141,896,2,KITCHEN,5,6,4000.0,180.0,5400.0,6,55,220.0,945
27475,271,356,1,,2,2,1325.0,68.0,1325.0,2,,50.0,0
14030,465,567,3,LIVING_DINING_ROOM,1,2,500.0,45.0,500.0,3,9,0.0,0
2485,141,893,1,ROOM_BEDROOM,1,1,500.0,,1200.0,,7,0.0,0
14569,199,265,6,GARDEN,3,3,3300.0,80.0,3300.0,5,1,150.0,33
2721,141,893,3,UNCATEGORIZED,1,1,1490.0,46.0,1490.0,2,12,150.0,591
17727,141,287,1,LIVING_DINING_ROOM,1,2,2400.0,47.0,850.0,1,22,0.0,0
9061,656,766,3,UNCATEGORIZED,3,1,900.0,42.0,2290.0,2,21,50.0,330
7981,712,819,6,LIVING_DINING_ROOM,1,2,2200.0,36.0,1110.0,1,17,100.0,0
12489,141,287,2,ROOM_BEDROOM,4,2,1600.0,45.0,1600.0,2,18,150.0,471
18433,141,951,1,LIVING_DINING_ROOM,1,1,500.0,0.0,1200.0,0,3,0.0,0
27153,141,951,1,LIVING_DINING_ROOM,1,2,1490.0,80.0,1490.0,2,14,100.0,174
4615,1118,1187,6,LIVING_DINING_ROOM,2,2,2500.0,64.0,1250.0,2,12,250.0,0
24301,568,681,1,ROOM_BEDROOM,1,2,1500.0,55.0,1100.0,1,23,0.0,355
32960,738,845,2,LIVING_DINING_ROOM,1,1,1300.0,35.0,1300.0,2,5,0.0,71
25854,261,345,1,LIVING_DINING_ROOM,2,3,1500.0,60.0,1300.0,4,30,50.0,539
20481,141,893,2,LIVING_DINING_ROOM,1,2,2000.0,85.0,2250.0,2,21,120.0,38
23550,465,1325,3,UNCATEGORIZED,1,1,699.0,,699.0,,1,,0
33062,822,923,1,LIVING_DINING_ROOM,1,1,500.0,63.0,500.0,2,4,0.0,0
30722,656,766,3,LIVING_DINING_ROOM,1,2,1000.0,65.0,1350.0,2,20,100.0,80
16323,141,759,3,LIVING_DINING_ROOM,1,1,2000.0,43.0,890.0,2,20,,0
20896,465,568,3,LIVING_DINING_ROOM,2,3,1850.0,95.0,2071.0,3,10,150.0,171
14673,822,923,1,,0,0,1590.0,,1590.0,,,,0
18120,822,923,3,LIVING_DINING_ROOM,1,1,2000.0,30.0,1100.0,1,7,100.0,1176
20565,141,893,1,UNCATEGORIZED,2,3,7600.0,83.0,3895.0,4,27,95.0,424
15236,473,575,1,KITCHEN,0,1,0.0,20.0,620.0,1,8,80.0,5181
18195,141,1192,2,LIVING_DINING_ROOM,3,4,500.0,120.0,2200.0,5,11,0.0,32
29581,141,1052,1,,1,1,500.0,,0.0,,,,0
26322,141,1192,3,LIVING_DINING_ROOM,1,1,1590.0,42.0,1935.0,3,5,50.0,1194
23951,701,809,1,LIVING_DINING_ROOM,2,2,1150.0,45.0,1150.0,2,23,150.0,456
11068,141,287,12,,1,1,500.0,20.0,500.0,3,,0.0,0
32991,271,356,1,UNCATEGORIZED,1,1,0.0,45.0,1950.0,3,8,0.0,0
29365,465,49,3,LIVING_DINING_ROOM,2,4,4500.0,81.0,2300.0,3,52,200.0,723
5962,349,440,3,ROOM_BEDROOM,1,1,870.0,13.0,580.0,1,14,200.0,644
18378,141,1192,3,LIVING_DINING_ROOM,1,2,2000.0,35.0,1190.0,2,5,0.0,0
3967,141,5,1,,0,0,937.0,,937.0,,,,0
18790,465,374,4,LIVING_DINING_ROOM,1,2,3000.0,65.0,1300.0,2,10,80.0,0
8366,220,292,1,ROOM_BEDROOM,3,3,500.0,50.0,1199.0,2,14,90.0,267
33584,911,1005,3,LIVING_DINING_ROOM,1,2,2000.0,46.0,1100.0,1,12,100.0,354
26424,141,1024,3,LIVING_DINING_ROOM,3,3,4000.0,102.0,2550.0,3,29,150.0,92
6503,141,1024,2,LIVING_DINING_ROOM,1,1,1100.0,50.0,1100.0,2,8,100.0,2834
33046,141,893,1,FLOOR_PLAN,1,1,850.0,,850.0,,1,,0
22084,141,893,1,LIVING_DINING_ROOM,1,2,1000.0,65.0,1450.0,2,12,70.0,3970
18382,1194,1248,3,LIVING_DINING_ROOM,1,1,1500.0,40.0,1290.0,2,44,0.0,346
26558,168,223,6,LIVING_DINING_ROOM,2,1,3180.0,65.0,1590.0,3,21,100.0,561
23035,822,923,1,LIVING_DINING_ROOM,1,1,1800.0,0.0,1800.0,0,12,0.0,0
3860,141,896,1,,1,1,500.0,,1300.0,,,0.0,0
21294,141,1379,1,LIVING_DINING_ROOM,2,1,1100.0,38.0,1090.0,2,4,60.0,1959
28408,349,440,6,LIVING_DINING_ROOM,1,2,1700.0,61.0,1700.0,2,8,100.0,9
12409,1194,1248,1,LIVING_DINING_ROOM,0,3,1680.0,67.0,1680.0,4,18,140.0,89
14695,349,440,1,NON_RELATED,1,1,600.0,30.0,600.0,1,1,100.0,0
20082,141,893,1,ROOM_BEDROOM,1,3,3000.0,110.0,2499.0,2,12,150.0,302
5439,465,1325,3,LIVING_DINING_ROOM,1,2,1000.0,60.0,970.0,1,10,0.0,0
185,822,923,1,OUTDOOR_BUILDING,1,1,1990.0,,1990.0,,2,,0
28432,835,936,1,ROOM_BEDROOM,1,1,450.0,34.0,890.0,4,15,50.0,349
30927,888,984,1,LIVING_DINING_ROOM,2,2,1000.0,67.0,1400.0,2,14,100.0,0
24804,141,458,6,LIVING_DINING_ROOM,3,3,2520.0,60.0,1800.0,4,35,189.0,602
8065,141,893,6,LIVING_DINING_ROOM,1,2,3300.0,54.0,1650.0,2,31,150.0,862
10377,465,568,3,KITCHEN,2,3,2400.0,68.0,1600.0,3,18,100.0,426
28966,141,1083,1,NON_RELATED,1,1,500.0,0.0,843.0,0,1,0.0,0
6847,141,1234,1,TERRACE,1,1,500.0,,800.0,,19,,0
2549,271,356,2,LIVING_DINING_ROOM,1,1,1250.0,38.0,1250.0,2,7,300.0,0
8510,822,923,1,,1,1,500.0,,1100.0,,,,0
13093,141,30,6,LIVING_DINING_ROOM,2,3,3000.0,76.0,1790.0,2,21,175.0,1061
29909,914,1007,1,ROOM_BEDROOM,4,3,150.0,70.0,1350.0,4,11,0.0,294
27664,141,893,2,LIVING_DINING_ROOM,1,1,1500.0,38.0,1500.0,1,10,150.0,3
30549,141,893,1,LIVING_DINING_ROOM,1,2,750.0,35.0,1950.0,2,28,150.0,664
31582,824,925,1,,1,1,500.0,,700.0,,,0.0,0
12223,271,356,1,LIVING_DINING_ROOM,1,1,2000.0,30.0,1100.0,2,22,150.0,247
8338,271,356,1,,1,1,1800.0,32.0,1200.0,1,,175.0,0
7518,271,356,3,LIVING_DINING_ROOM,1,2,3400.0,75.0,1850.0,2,20,70.0,325
7311,141,1349,1,UNCATEGORIZED,0,3,2000.0,70.0,2000.0,4,7,150.0,24
730,141,893,1,,0,0,2700.0,,2700.0,,,,0
22999,465,568,3,LIVING_DINING_ROOM,0,2,2500.0,60.0,1200.0,2,9,100.0,89
858,141,759,1,LIVING_DINING_ROOM,2,2,1000.0,48.0,1600.0,2,17,80.0,2903
16988,465,568,4,LIVING_DINING_ROOM,2,4,2690.0,100.0,2690.0,4,22,180.0,27
31353,338,427,1,LIVING_DINING_ROOM,3,2,3200.0,60.0,1600.0,4,8,90.0,157
24385,141,287,2,LIVING_DINING_ROOM,1,3,9000.0,100.0,6270.0,2,18,300.0,825
1508,656,766,3,ROOM_BEDROOM,1,1,595.0,13.0,595.0,1,13,49.0,1989
8185,141,1192,1,,0,0,1880.0,,1880.0,,,,0
1483,141,893,1,ROOM_BEDROOM,2,3,2850.0,110.0,2850.0,4,17,150.0,0
7708,141,893,3,LIVING_DINING_ROOM,1,2,3600.0,60.0,1800.0,2,38,150.0,0
8330,86,110,1,LIVING_DINING_ROOM,1,1,500.0,,1000.0,,4,0.0,0
3421,1194,1248,3,LIVING_DINING_ROOM,1,1,2000.0,50.0,1490.0,2,11,100.0,63
16093,141,893,1,KITCHEN,1,2,2550.0,80.0,2550.0,2,8,120.0,1472
23235,963,1051,1,UNCATEGORIZED,1,1,500.0,,620.0,,2,0.0,0
20152,141,1024,1,LIVING_DINING_ROOM,1,2,1500.0,55.0,1200.0,2,9,100.0,0
30619,141,287,2,KITCHEN,2,2,1000.0,50.0,990.0,2,19,0.0,0
22703,1359,1388,1,KITCHEN,1,1,650.0,43.0,1050.0,1,18,150.0,348
24244,320,405,1,KITCHEN,0,0,1200.0,,1200.0,,8,,0
991,1219,382,1,,1,1,900.0,,600.0,,,0.0,0
25197,888,984,4,LIVING_ROOM,2,2,1800.0,57.3,1220.0,2,6,150.0,44
5496,141,951,3,ROOM_BEDROOM,1,1,2400.0,42.0,1345.0,2,10,0.0,0
32053,141,893,1,LIVING_DINING_ROOM,2,2,600.0,80.0,600.0,4,5,10.0,0
7773,349,440,1,KITCHEN,2,2,1990.0,65.0,1990.0,3,10,200.0,0
24363,377,475,1,BATHROOM,1,1,500.0,,1410.0,,11,,0
1833,271,356,1,LIVING_DINING_ROOM,1,1,300.0,33.0,850.0,2,14,60.0,1117
19849,701,809,1,ROOM_BEDROOM,1,2,700.0,69.0,750.0,2,7,40.0,790
31048,1117,1007,1,,0,0,1600.0,,1600.0,,,,0
19248,822,923,1,,1,1,500.0,,700.0,,,,0
31076,271,356,1,UNCATEGORIZED,5,2,1500.0,45.0,2100.0,5,20,60.0,258
20921,465,49,3,UNCATEGORIZED,1,1,500.0,40.0,750.0,1,21,50.0,75
30452,822,923,1,LIVING_DINING_ROOM,1,2,3000.0,75.0,1490.0,1,22,,0
18921,1361,1390,1,ROOM_BEDROOM,1,1,0.0,25.0,950.0,2,8,60.0,0
17246,141,1052,1,NON_RELATED,6,8,21000.0,330.0,21000.0,12,46,500.0,2029
33150,1194,1248,3,HALL_CORRIDOR,1,2,1500.0,50.0,1090.0,2,19,100.0,0
9190,141,759,3,LIVING_DINING_ROOM,1,2,3570.0,55.0,1785.0,2,15,300.0,783
24106,671,779,12,OUTDOOR_HOUSE,5,6,3000.0,180.0,3000.0,6,25,225.0,0
8759,963,1051,1,NON_RELATED,2,3,2000.0,90.0,1590.0,4,17,0.0,688
23266,141,287,3,,1,2,500.0,,1000.0,3,,0.0,0
30203,141,951,1,LIVING_DINING_ROOM,1,2,1000.0,57.0,1250.0,2,8,50.0,8
26062,465,567,3,LIVING_DINING_ROOM,1,1,500.0,56.0,500.0,2,5,0.0,0
33066,141,1052,7,LIVING_DINING_ROOM,1,1,1340.0,38.0,1340.0,2,19,50.0,602
4643,1194,1248,3,LIVING_DINING_ROOM,1,2,2300.0,53.0,1520.0,1,22,0.0,0
26022,271,356,2,BATHROOM,1,2,4000.0,95.0,1990.0,2,15,0.0,105
18698,141,206,3,LIVING_ROOM,1,2,1500.0,69.0,4810.0,2,18,250.0,86
30171,141,893,2,ROOM_BEDROOM,1,1,1350.0,32.0,1350.0,1,36,160.0,0
29745,141,893,2,LIVING_DINING_ROOM,3,3,3600.0,160.0,1800.0,3,7,100.0,944
9249,465,568,3,ROOM_BEDROOM,1,3,3200.0,64.0,1760.0,2,13,0.0,0
23918,656,766,3,BATHROOM,1,1,965.0,23.0,965.0,2,7,130.0,79
17498,656,766,3,NON_RELATED,1,2,1500.0,80.0,2450.0,4,1,,0
20612,1194,1248,1,LIVING_DINING_ROOM,1,2,1300.0,45.0,1300.0,2,16,100.0,277
18568,141,1024,6,LIVING_DINING_ROOM,1,2,1500.0,42.0,950.0,2,25,100.0,100
17770,141,893,1,LIVING_DINING_ROOM,1,1,1400.0,46.0,1490.0,1,25,65.0,0
27142,168,223,6,LIVING_DINING_ROOM,0,1,1000.0,44.0,970.0,1,20,0.0,50
3226,698,807,1,KITCHEN,1,1,960.0,21.0,960.0,1,14,180.0,0
25768,349,440,2,LIVING_DINING_ROOM,1,2,1000.0,73.0,1000.0,2,8,75.0,0
25269,1334,1414,1,LIVING_DINING_ROOM,4,2,3000.0,106.0,5687.0,8,110,300.0,82
27699,465,374,3,LIVING_DINING_ROOM,0,2,1250.0,70.0,1300.0,2,12,50.0,152
4955,1318,1354,1,KITCHEN,2,4,500.0,135.0,1250.0,3,41,0.0,0
30809,822,923,6,LIVING_DINING_ROOM,2,3,5000.0,82.0,2350.0,3,33,0.0,0
26512,141,1192,3,ROOM_BEDROOM,2,2,1450.0,56.0,1450.0,3,9,0.0,679
20770,1334,1414,1,LIVING_DINING_ROOM,1,1,1000.0,30.0,1358.0,2,74,140.0,317
22487,141,1261,1,OUTDOOR_HOUSE,2,1,1280.0,40.0,1280.0,4,9,50.0,1013
14395,320,405,1,LIVING_DINING_ROOM,1,1,720.0,32.0,720.0,2,6,80.0,525
15632,656,766,3,,0,0,2000.0,,2000.0,,,,0
12821,349,440,1,ROOM_BEDROOM,1,1,0.0,40.0,1400.0,2,7,380.0,662
27935,656,766,6,LIVING_DINING_ROOM,2,2,2000.0,66.0,1750.0,2,20,100.0,49
29514,271,356,1,LIVING_DINING_ROOM,2,1,2500.0,80.0,1800.0,2,17,200.0,584
1194,141,759,1,NON_RELATED,1,3,500.0,93.0,2800.0,3,19,50.0,20
12238,822,923,6,LIVING_DINING_ROOM,1,2,799.0,50.0,799.0,1,4,80.0,0
20041,1359,1388,6,ROOM_BEDROOM,1,1,740.0,35.0,740.0,2,3,100.0,305
5485,822,923,6,LIVING_DINING_ROOM,2,3,3500.0,60.0,1700.0,2,8,100.0,46
4903,141,951,1,ROOM_BEDROOM,1,1,500.0,80.0,1290.0,3,23,0.0,0
28022,141,893,1,ROOM_BEDROOM,1,2,1000.0,35.0,3350.0,2,26,120.0,1182
25529,1339,1370,6,LIVING_DINING_ROOM,1,2,970.0,68.0,970.0,2,8,50.0,241
6946,1274,1315,4,OUTDOOR_HOUSE,2,2,500.0,60.0,1100.0,2,6,100.0,149
18677,141,893,6,LIVING_DINING_ROOM,1,2,4000.0,55.0,1600.0,2,33,200.0,0
16506,822,923,1,,1,1,500.0,,7500.0,,,0.0,0
1579,349,440,1,BATHROOM,1,1,849.0,,849.0,,7,,0
30899,141,1379,6,LIVING_DINING_ROOM,1,2,3000.0,64.0,1740.0,2,9,50.0,0
21683,141,537,1,LIVING_DINING_ROOM,1,2,3300.0,63.0,1800.0,2,14,120.0,0
16909,656,766,3,UNCATEGORIZED,2,2,3250.0,65.0,1625.0,2,1,0.0,0
29487,141,1192,6,ROOM_BEDROOM,1,1,1000.0,38.0,1040.0,1,20,40.0,0
7079,141,1379,3,ROOM_BEDROOM,0,1,2550.0,35.0,850.0,1,8,80.0,856
20051,465,567,3,LIVING_DINING_ROOM,1,2,1000.0,58.0,1500.0,2,17,80.0,822
20798,604,713,1,LIVING_DINING_ROOM,1,2,600.0,65.0,1400.0,2,7,40.0,335
11265,231,306,3,LIVING_DINING_ROOM,1,2,2700.0,69.0,1100.0,2,10,150.0,0
17827,349,440,6,ROOM_BEDROOM,1,1,1480.0,16.0,820.0,1,10,120.0,0
3516,141,893,3,ROOM_BEDROOM,2,1,1500.0,38.0,1370.0,2,26,65.0,411
8589,312,397,2,LIVING_DINING_ROOM,21,5,290.0,185.0,2900.0,20,10,250.0,488
14252,141,458,3,KITCHEN,1,1,1350.0,30.0,1250.0,2,4,0.0,139
28600,465,567,3,LIVING_DINING_ROOM,1,1,500.0,45.0,500.0,2,8,0.0,0
30189,465,568,4,LIVING_DINING_ROOM,2,3,3000.0,71.0,2500.0,4,24,150.0,609
9730,141,893,1,LIVING_DINING_ROOM,2,3,2580.0,72.0,2580.0,3,34,120.0,3330
4566,141,1052,3,LIVING_DINING_ROOM,1,1,1500.0,49.0,1500.0,2,20,50.0,0
1844,209,278,1,ROOM_BEDROOM,1,1,1000.0,27.0,1500.0,2,17,0.0,694
7465,888,984,6,LIVING_DINING_ROOM,3,3,1250.0,77.0,1250.0,4,32,250.0,0
21783,141,458,1,,1,1,500.0,,1000.0,,,0.0,0
27679,465,568,3,EMPTY_ROOM,1,2,1200.0,60.0,1170.0,2,11,0.0,96
12382,888,984,2,BATHROOM,1,2,2000.0,64.0,1400.0,2,17,300.0,0
25703,264,349,3,LIVING_DINING_ROOM,1,2,1200.0,50.0,920.0,1,20,150.0,661
1155,349,440,1,,0,0,723.0,,723.0,,,,0
5088,349,440,1,LIVING_DINING_ROOM,1,1,500.0,,1750.0,,7,0.0,0
3042,465,567,3,LIVING_DINING_ROOM,1,2,500.0,85.0,1690.0,2,16,60.0,245
9562,465,49,3,LIVING_DINING_ROOM,1,2,1600.0,50.0,1650.0,2,17,40.0,556
2084,168,223,6,ROOM_BEDROOM,1,1,750.0,,750.0,,11,,0
242,888,984,2,BATHROOM,4,3,2500.0,117.0,1800.0,4,18,300.0,0
28969,141,561,3,LIVING_DINING_ROOM,2,2,1350.0,66.0,1190.0,2,28,60.0,1
33503,822,923,1,LIVING_ROOM,3,4,2000.0,120.0,1990.0,4,24,160.0,201
3298,349,440,1,KITCHEN,1,1,1000.0,45.0,1070.0,2,5,20.0,427
26432,349,440,1,UNCATEGORIZED,1,2,3300.0,45.0,1690.0,2,16,0.0,26
11579,349,440,2,OUTDOOR_BUILDING,1,2,2500.0,55.0,2950.0,2,4,100.0,0
26242,520,628,3,LIVING_DINING_ROOM,1,3,1960.0,55.0,980.0,2,19,150.0,431
1916,259,343,3,OUTDOOR_BUILDING,2,2,850.0,45.0,930.0,2,9,75.0,0
32945,271,356,3,LIVING_DINING_ROOM,1,2,1000.0,55.0,1200.0,1,20,50.0,39
33251,888,984,6,,1,2,1000.0,,1000.0,2,,,0
21556,141,601,1,LIVING_DINING_ROOM,1,1,500.0,,750.0,,4,0.0,0
17427,315,268,1,ROOM_BEDROOM,1,1,0.0,20.0,2010.0,2,5,0.0,229
1470,271,356,6,LIVING_DINING_ROOM,4,4,5000.0,100.0,1990.0,4,18,200.0,642
26734,822,923,6,LIVING_DINING_ROOM,1,3,3800.0,69.0,1900.0,2,11,150.0,280
1568,465,568,3,LIVING_DINING_ROOM,2,3,1800.0,55.0,1500.0,2,12,150.0,798
31058,1334,1414,1,ROOM_BEDROOM,1,2,1000.0,60.0,4200.0,2,20,0.0,20
9171,195,260,1,LIVING_DINING_ROOM,2,3,2250.0,89.0,1650.0,4,17,145.0,112
11540,141,759,1,LIVING_DINING_ROOM,0,0,500.0,50.0,1000.0,1,1,0.0,0
23565,141,1024,3,ROOM_BEDROOM,1,1,1500.0,43.0,1300.0,2,11,200.0,314
4792,1293,1332,1,,1,1,500.0,,1400.0,,,0.0,0
10827,141,822,1,LIVING_DINING_ROOM,3,6,5000.0,185.0,1650.0,5,28,100.0,0
24344,271,356,1,LIVING_DINING_ROOM,1,3,4300.0,106.0,2150.0,2,7,100.0,0
13216,888,984,1,KITCHEN,1,2,1000.0,58.0,1100.0,2,6,0.0,0
7249,141,416,1,,1,1,500.0,,1100.0,,,0.0,0
31106,489,593,1,HALL_CORRIDOR,7,6,1000.0,150.0,3900.0,6,41,100.0,1198
5390,822,923,6,ROOM_BEDROOM,1,1,2700.0,33.0,1350.0,2,24,0.0,0
23793,465,568,3,LIVING_DINING_ROOM,3,3,5400.0,81.0,2200.0,4,12,120.0,415
33412,1334,1414,1,BATHROOM,3,3,3000.0,100.0,6781.0,6,107,260.0,87
19424,465,568,6,LIVING_DINING_ROOM,1,2,2500.0,50.0,1350.0,1,21,100.0,0
23825,822,923,6,KITCHEN,0,3,3000.0,75.0,1995.0,3,15,350.0,223
30611,1365,1392,1,LIVING_DINING_ROOM,2,2,1150.0,62.0,1350.0,2,16,90.0,282
9115,141,458,1,LIVING_DINING_ROOM,1,1,1000.0,,1000.0,,35,,0
12555,1334,1414,6,ROOM_BEDROOM,0,1,1800.0,18.0,544.0,1,9,85.0,8
6965,656,766,3,UNCATEGORIZED,2,2,2990.0,50.0,1495.0,2,15,90.0,388
23469,141,1052,1,LIVING_DINING_ROOM,3,3,1900.0,106.0,1900.0,4,11,80.0,617
30060,141,1052,2,OUTDOOR_BUILDING,1,1,2800.0,80.0,2250.0,2,37,100.0,185
31417,822,923,6,LIVING_DINING_ROOM,0,1,1000.0,30.0,990.0,2,4,150.0,192
9413,312,397,1,,1,1,500.0,,1100.0,,,0.0,0
18300,822,923,4,LIVING_DINING_ROOM,1,2,3100.0,63.0,1850.0,2,6,100.0,0
308,315,400,3,LIVING_DINING_ROOM,1,2,2500.0,70.0,1160.0,1,6,150.0,0
11422,822,923,3,LIVING_DINING_ROOM,1,2,2000.0,52.0,1649.0,2,15,0.0,0
26208,712,819,3,LIVING_DINING_ROOM,1,2,2000.0,60.0,930.0,2,13,0.0,16
12945,656,766,3,KITCHEN,1,1,500.0,,1650.0,,1,,0
20100,599,709,6,LIVING_DINING_ROOM,3,5,3400.0,150.0,1990.0,4,9,0.0,202
12049,165,217,1,ROOM_BEDROOM,2,2,500.0,45.0,1200.0,4,14,35.0,757
4068,271,356,1,LIVING_DINING_ROOM,1,1,1200.0,29.0,995.0,1,20,120.0,397
19003,822,923,1,,1,1,500.0,,1680.0,,,,0
1225,822,923,1,ROOM_BEDROOM,1,2,2800.0,61.0,1480.0,2,17,0.0,0
14135,259,343,1,ROOM_BEDROOM,1,1,700.0,12.0,504.0,1,7,100.0,325
21551,656,766,24,LIVING_DINING_ROOM,1,2,1000.0,48.0,630.0,2,1,0.0,0
21216,822,923,6,LIVING_DINING_ROOM,1,2,2600.0,45.0,1350.0,2,9,0.0,177
31142,1226,1271,1,,1,1,500.0,,1440.0,,,,0
15971,141,893,7,KITCHEN,3,3,1870.0,61.0,1870.0,2,39,0.0,0
18438,141,458,6,,1,2,2650.0,39.0,2650.0,2,,0.0,0
21906,141,287,1,BATHROOM,3,3,1100.0,74.0,1100.0,4,10,200.0,188
20998,944,1034,1,LIVING_DINING_ROOM,6,8,6000.0,210.0,3950.0,6,16,150.0,426
27226,271,356,1,ROOM_BEDROOM,1,2,500.0,56.0,1600.0,2,18,0.0,115
1647,1097,1169,1,KITCHEN,1,2,1500.0,67.0,850.0,2,13,100.0,583
14003,473,575,1,ROOM_BEDROOM,4,3,1000.0,60.0,2100.0,4,15,100.0,3
10641,888,984,1,,1,1,500.0,,1200.0,,,,0
32538,141,455,1,WATER_VIEW,1,2,2000.0,73.0,1550.0,2,22,50.0,0
19086,141,458,3,LIVING_DINING_ROOM,1,2,2000.0,70.0,1530.0,2,42,175.0,112
12726,465,567,3,ROOM_BEDROOM,1,1,780.0,6.0,780.0,1,19,80.0,598
20895,465,577,3,HALL_CORRIDOR,3,3,1450.0,60.0,1500.0,3,24,50.0,0
33053,141,496,6,GYM,1,1,1185.0,18.0,790.0,1,13,0.0,7305
22226,141,759,1,LIVING_DINING_ROOM,1,1,500.0,,920.0,,20,,0
10279,141,562,1,LIVING_DINING_ROOM,1,1,700.0,40.0,1100.0,2,1,85.0,0
14221,349,440,3,LIVING_DINING_ROOM,3,5,2900.0,125.0,2900.0,5,25,300.0,628
18439,349,440,1,LIVING_DINING_ROOM,2,2,4400.0,78.0,2440.0,2,23,0.0,0
21915,822,923,6,LIVING_DINING_ROOM,1,2,1400.0,67.0,1400.0,2,11,65.0,0
10549,141,951,3,LIVING_DINING_ROOM,2,4,500.0,75.0,1450.0,4,9,0.0,0
10260,373,470,1,LIVING_DINING_ROOM,1,1,500.0,45.0,900.0,2,3,0.0,2
10693,141,1052,1,LIVING_DINING_ROOM,1,2,600.0,50.0,600.0,4,9,0.0,0
31699,1334,1414,1,LIVING_DINING_ROOM,3,3,0.0,35.0,1350.0,4,14,0.0,228
1821,141,287,12,LIVING_DINING_ROOM,3,3,3000.0,130.0,1500.0,3,11,50.0,1633
927,141,455,6,LIVING_DINING_ROOM,0,1,2000.0,30.0,1190.0,1,15,100.0,102
13766,141,1192,2,LIVING_DINING_ROOM,1,2,1000.0,68.0,1230.0,2,12,100.0,0
11550,822,923,2,LIVING_DINING_ROOM,1,2,2000.0,60.0,1800.0,1,26,80.0,0
14323,954,1042,1,,1,1,310.0,,310.0,,,,0
1801,1,0,6,KITCHEN,1,3,2500.0,54.0,1400.0,2,32,180.0,142
17217,299,231,1,OUTDOOR_HOUSE,5,4,900.0,118.0,1800.0,8,15,90.0,624
29671,822,923,6,LIVING_DINING_ROOM,1,2,1200.0,53.0,1200.0,1,15,0.0,0
701,465,1325,3,LIVING_DINING_ROOM,1,1,1000.0,45.0,800.0,1,16,0.0,0
9066,750,855,1,ROOM_BEDROOM,1,1,0.0,28.0,600.0,2,8,60.0,0
32101,888,984,6,LIVING_DINING_ROOM,4,3,2000.0,76.0,1300.0,3,13,200.0,719
26844,349,440,6,OUTDOOR_HOUSE,1,3,2000.0,92.0,1790.0,3,13,100.0,63
1754,271,356,1,ROOM_BEDROOM,1,1,1500.0,35.0,890.0,1,20,100.0,202
3175,822,923,9,FLOOR_PLAN,1,2,3000.0,65.0,1575.0,2,13,300.0,4
30051,141,1192,1,,1,1,500.0,,0.0,,,0.0,0
26493,465,567,3,LIVING_DINING_ROOM,1,2,500.0,45.0,500.0,3,6,0.0,0
12311,888,984,6,KITCHEN,1,1,2000.0,25.0,730.0,1,7,0.0,1191
15342,822,923,1,LIVING_DINING_ROOM,1,1,600.0,,600.0,,1,,0
20533,141,893,1,LIVING_DINING_ROOM,2,2,1600.0,45.0,1425.0,2,24,75.0,871
1648,822,923,6,LIVING_DINING_ROOM,5,3,2750.0,72.0,1950.0,4,20,0.0,1408
25995,141,1192,2,LIVING_DINING_ROOM,0,4,6000.0,120.0,3000.0,5,34,300.0,61
23142,822,923,1,LIVING_DINING_ROOM,1,1,500.0,63.0,500.0,2,5,0.0,0
26901,750,855,1,UNCATEGORIZED,1,1,0.0,19.0,879.0,1,7,60.0,1020
23664,271,356,3,LIVING_DINING_ROOM,2,2,3000.0,71.0,1690.0,2,18,150.0,0
20619,1194,1248,1,KITCHEN,1,1,0.0,35.0,1500.0,2,11,0.0,0
32090,465,567,6,KITCHEN,2,4,1000.0,81.0,2043.0,4,15,50.0,157
32483,489,593,3,LIVING_DINING_ROOM,2,3,1000.0,76.0,3300.0,4,20,150.0,0
18812,465,1325,3,LIVING_DINING_ROOM,1,2,1000.0,84.0,1100.0,2,20,140.0,0
30146,141,458,2,LIVING_DINING_ROOM,1,2,2400.0,60.0,2450.0,2,18,120.0,860
28988,141,287,1,LIVING_DINING_ROOM,2,2,1700.0,106.0,1700.0,4,35,150.0,0
33689,141,773,1,,1,1,980.0,,980.0,,,,0
23245,271,356,1,,1,1,900.0,,900.0,,,,0
