district,min_booking_duration,first_pic_category,rooms,deposit,area,price,number_of_pics,cleaning_fee,deposit_ratio,clicks
951,1,UNCATEGORIZED,1,500.0,55.0,560.0,0.0,0.0,0.8928571428571429,0
287,1,LIVING_DINING_ROOM,2,2500.0,130.0,4500.0,29.0,200.0,0.5555555555555556,482
568,3,ROOM_BEDROOM,2,0.0,46.0,3630.0,7.0,100.0,0.0,223
287,6,LIVING_DINING_ROOM,2,4110.0,48.0,1670.0,17.0,150.0,2.461077844311377,0
1052,2,BATHROOM,2,1000.0,42.0,850.0,7.0,50.0,1.1764705882352942,0
287,1,UNCATEGORIZED,0,1600.0,55.0,1600.0,0.0,80.0,1.0,0
299,3,LIVING_DINING_ROOM,3,4000.0,79.0,1800.0,38.0,100.0,2.2222222222222223,20
1248,6,LIVING_DINING_ROOM,1,1150.0,50.0,1150.0,8.0,150.0,1.0,405
568,3,LIVING_DINING_ROOM,2,1950.0,45.0,1950.0,23.0,100.0,1.0,448
1052,2,LIVING_DINING_ROOM,1,2500.0,39.0,1980.0,15.0,80.0,1.2626262626262625,0
893,1,UNCATEGORIZED,1,1400.0,55.0,1400.0,0.0,80.0,1.0,0
440,1,BATHROOM,1,650.0,19.0,650.0,10.0,20.0,1.0,0
923,6,LIVING_DINING_ROOM,5,6000.0,135.0,3490.0,18.0,150.0,1.7191977077363896,258
49,3,ROOM_BEDROOM,2,950.0,65.0,950.0,7.0,50.0,1.0,87
766,3,LIVING_DINING_ROOM,1,1490.0,48.0,1490.0,19.0,130.0,1.0,29
1067,1,LIVING_DINING_ROOM,1,2190.0,33.0,1095.0,12.0,45.0,2.0,984
49,3,LIVING_DINING_ROOM,2,2000.0,34.0,1150.0,20.0,100.0,1.7391304347826086,259
49,3,ROOM_BEDROOM,2,950.0,68.0,950.0,5.0,130.0,1.0,0
923,1,ROOM_BEDROOM,1,0.0,45.0,2376.0,3.0,0.0,0.0,34
923,1,LIVING_DINING_ROOM,2,1900.0,72.0,1900.0,11.0,80.0,1.0,26
759,3,KITCHEN,3,1680.0,65.0,1680.0,10.0,0.0,1.0,1099
223,6,LIVING_DINING_ROOM,2,1150.0,59.0,1150.0,44.0,100.0,1.0,669
568,3,LIVING_DINING_ROOM,3,2900.0,65.0,1450.0,13.0,50.0,2.0,977
1248,2,LIVING_ROOM,2,0.0,48.0,1590.0,26.0,100.0,0.0,44
356,1,LIVING_DINING_ROOM,2,3200.0,88.0,1350.0,5.0,0.0,2.3703703703703702,174
568,3,DINING_ROOM,2,1600.0,57.0,1600.0,19.0,150.0,1.0,167
440,1,LIVING_DINING_ROOM,1,1000.0,33.0,1595.0,12.0,110.0,0.6269592476489029,1917
1052,1,HALL_CORRIDOR,1,2235.0,41.0,1639.0,26.0,219.0,1.3636363636363635,1101
1052,3,LIVING_DINING_ROOM,3,4690.0,78.94,2345.0,16.0,350.0,2.0,123
1052,1,NON_RELATED,1,500.0,55.0,2000.0,2.0,80.0,0.25,0
893,1,LIVING_DINING_ROOM,3,1500.0,100.0,3150.0,8.0,0.0,0.47619047619047616,0
893,3,ROOM_BEDROOM,3,2000.0,90.0,1890.0,41.0,180.0,1.0582010582010581,0
349,1,LIVING_DINING_ROOM,3,250.0,70.0,1100.0,17.0,0.0,0.22727272727272727,274
561,1,LIVING_DINING_ROOM,2,0.0,50.0,950.0,14.0,60.0,0.0,0
356,3,LIVING_DINING_ROOM,2,1000.0,37.0,810.0,8.0,80.0,1.2345679012345678,0
597,6,BATHROOM,3,2900.0,86.0,1930.0,20.0,100.0,1.5025906735751295,27
287,1,LIVING_DINING_ROOM,3,3000.0,110.0,2000.0,14.0,150.0,1.5,425
440,1,LIVING_DINING_ROOM,1,930.0,55.0,930.0,8.0,80.0,1.0,0
1323,1,ROOM_BEDROOM,1,1200.0,22.0,1200.0,21.0,40.0,1.0,361
978,3,LIVING_DINING_ROOM,2,1000.0,38.0,685.0,4.0,150.0,1.4598540145985401,1341
223,6,ROOM_BEDROOM,2,2800.0,56.0,1400.0,21.0,150.0,2.0,255
984,6,LIVING_DINING_ROOM,3,4000.0,105.0,1600.0,37.0,150.0,2.5,479
440,1,LIVING_DINING_ROOM,1,1000.0,24.0,1195.0,18.0,90.0,0.8368200836820083,2058
458,1,ROOM_BEDROOM,1,1239.0,35.0,1239.0,7.0,22.0,1.0,442
576,3,LIVING_DINING_ROOM,3,3904.0,73.31,1952.0,19.0,300.0,2.0,292
343,1,HALL_CORRIDOR,2,550.0,18.0,495.0,4.0,35.0,1.1111111111111112,372
49,7,LIVING_DINING_ROOM,2,1000.0,45.0,1300.0,19.0,100.0,0.7692307692307693,1205
568,3,LIVING_DINING_ROOM,2,1000.0,60.0,1150.0,10.0,0.0,0.8695652173913043,0
440,3,LIVING_DINING_ROOM,2,200.0,40.0,1400.0,67.0,150.0,0.14285714285714285,160
923,6,LIVING_DINING_ROOM,3,3000.0,94.0,2900.0,17.0,100.0,1.0344827586206897,0
984,1,ROOM_BEDROOM,1,1000.0,47.0,975.0,15.0,0.0,1.0256410256410255,544
923,6,ROOM_BEDROOM,1,910.0,24.0,910.0,8.0,1580.0,1.0,695
374,3,LIVING_DINING_ROOM,1,490.0,30.0,490.0,10.0,0.0,1.0,0
374,3,LIVING_DINING_ROOM,1,1000.0,50.0,980.0,7.0,0.0,1.0204081632653061,0
1103,6,KITCHEN,3,1300.0,82.0,1300.0,10.0,100.0,1.0,352
287,6,LIVING_DINING_ROOM,2,1950.0,57.0,1300.0,13.0,150.0,1.5,150
348,6,LIVING_DINING_ROOM,2,1200.0,45.0,790.0,4.0,150.0,1.518987341772152,522
809,3,LIVING_DINING_ROOM,2,890.0,65.0,890.0,7.0,150.0,1.0,63
984,4,ROOM_BEDROOM,1,1230.0,24.0,620.0,8.0,0.0,1.9838709677419355,102
893,2,LIVING_DINING_ROOM,4,0.0,107.0,3500.0,13.0,0.0,0.0,306
440,1,ROOM_BEDROOM,1,800.0,34.0,1090.0,17.0,85.0,0.7339449541284404,26
893,1,LIVING_DINING_ROOM,2,500.0,50.0,1200.0,12.0,80.0,0.4166666666666667,0
893,1,LIVING_DINING_ROOM,3,1000.0,93.0,2500.0,10.0,60.0,0.4,0
440,1,OUTDOOR_BUILDING,3,2000.0,75.0,2000.0,20.0,120.0,1.0,1399
1414,6,LIVING_DINING_ROOM,1,1100.0,29.0,772.0,5.0,85.0,1.4248704663212435,0
809,1,LIVING_DINING_ROOM,2,1050.0,65.0,1050.0,47.0,95.0,1.0,177
440,1,ROOM_BEDROOM,2,1200.0,52.0,1350.0,17.0,160.0,0.8888888888888888,1
1052,3,LIVING_DINING_ROOM,2,3630.0,56.14,1815.0,10.0,300.0,2.0,268
568,3,TERRACE,1,1000.0,40.0,1300.0,11.0,40.0,0.7692307692307693,0
923,4,OUTDOOR_BUILDING,3,5000.0,80.0,2870.0,15.0,120.0,1.7421602787456445,720
575,1,LIVING_DINING_ROOM,2,3000.0,130.0,3220.0,16.0,250.0,0.9316770186335404,7
1024,2,LIVING_DINING_ROOM,3,1950.0,102.0,1950.0,10.0,0.0,1.0,22
440,1,LIVING_DINING_ROOM,2,2000.0,60.0,1200.0,9.0,150.0,1.6666666666666667,0
408,1,LIVING_DINING_ROOM,2,200.0,65.0,1950.0,43.0,80.0,0.10256410256410256,248
893,1,LIVING_DINING_ROOM,1,680.0,48.0,680.0,7.0,0.0,1.0,0
923,3,LIVING_DINING_ROOM,7,9000.0,250.0,4500.0,9.0,0.0,2.0,0
1388,1,LIVING_DINING_ROOM,3,2000.0,101.0,1200.0,10.0,50.0,1.6666666666666667,145
405,3,LIVING_DINING_ROOM,1,1400.0,40.0,790.0,16.0,0.0,1.7721518987341771,480
707,1,LIVING_DINING_ROOM,4,1000.0,120.0,2200.0,19.0,50.0,0.45454545454545453,589
968,1,LIVING_DINING_ROOM,1,1950.0,33.0,860.0,9.0,250.0,2.2674418604651163,136
923,2,OUTDOOR_HOUSE,12,1500.0,280.0,5500.0,23.0,100.0,0.2727272727272727,0
172,1,LIVING_DINING_ROOM,2,1900.0,54.0,950.0,9.0,0.0,2.0,0
246,1,BATHROOM,2,350.0,45.0,2222.0,17.0,50.0,0.15751575157515751,41
1192,2,LIVING_DINING_ROOM,2,1000.0,50.0,1700.0,10.0,100.0,0.5882352941176471,455
984,3,LIVING_DINING_ROOM,1,1000.0,22.0,750.0,8.0,50.0,1.3333333333333333,375
1325,6,GARDEN,3,1800.0,91.0,1800.0,1.0,80.0,1.0,0
568,4,UNCATEGORIZED,2,1000.0,65.0,1300.0,0.0,50.0,0.7692307692307693,0
923,24,LIVING_DINING_ROOM,1,2400.0,33.0,1200.0,6.0,50.0,2.0,180
811,3,LIVING_DINING_ROOM,3,0.0,80.0,2300.0,24.0,90.0,0.0,22
452,1,ROOM_BEDROOM,1,580.0,46.0,580.0,4.0,0.0,1.0,0
1080,3,OUTDOOR_HOUSE,4,2500.0,120.0,1700.0,20.0,80.0,1.4705882352941178,1657
49,3,LIVING_DINING_ROOM,3,2000.0,57.0,1650.0,18.0,100.0,1.2121212121212122,529
816,1,LIVING_DINING_ROOM,1,2200.0,50.0,1125.0,20.0,120.0,1.9555555555555555,2757
893,2,LIVING_DINING_ROOM,2,1720.0,45.0,1720.0,22.0,0.0,1.0,0
855,6,LIVING_DINING_ROOM,1,900.0,30.0,1020.0,13.0,19.0,0.8823529411764706,513
593,1,ROOM_BEDROOM,2,500.0,33.0,1750.0,10.0,150.0,0.2857142857142857,141
1005,3,LIVING_DINING_ROOM,1,2000.0,48.0,1100.0,7.0,200.0,1.8181818181818181,384
440,1,LIVING_DINING_ROOM,2,2000.0,62.0,1180.0,12.0,150.0,1.694915254237288,413
49,3,UNCATEGORIZED,3,24122.0,100.0,24122.0,6.0,120.0,1.0,21
348,3,GARDEN,1,600.0,32.0,400.0,5.0,0.0,1.5,0
1389,1,LIVING_DINING_ROOM,2,2100.0,78.0,2100.0,21.0,0.0,1.0,0
440,1,UNCATEGORIZED,1,500.0,30.0,1285.0,0.0,0.0,0.38910505836575876,0
356,3,KITCHEN,1,980.0,34.0,1078.0,11.0,100.0,0.9090909090909091,267
1052,4,LIVING_DINING_ROOM,3,2490.0,90.0,2490.0,36.0,150.0,1.0,1505
576,2,LIVING_DINING_ROOM,3,2500.0,82.0,2500.0,14.0,100.0,1.0,0
458,2,LIVING_DINING_ROOM,2,1000.0,77.0,1935.0,13.0,80.0,0.5167958656330749,0
458,1,LIVING_DINING_ROOM,1,1030.0,40.0,1055.0,24.0,45.0,0.976303317535545,627
759,6,LIVING_DINING_ROOM,2,1099.0,49.0,1099.0,23.0,150.0,1.0,0
1393,2,LIVING_DINING_ROOM,2,3000.0,66.0,1490.0,23.0,100.0,2.0134228187919465,1506
458,1,LIVING_DINING_ROOM,2,1550.0,74.0,1550.0,20.0,75.0,1.0,59
49,3,LIVING_DINING_ROOM,2,990.0,35.0,990.0,20.0,60.0,1.0,100
496,1,KITCHEN,1,650.0,35.0,650.0,3.0,30.0,1.0,0
287,1,KITCHEN,1,500.0,55.0,2800.0,6.0,80.0,0.17857142857142858,0
575,2,LIVING_DINING_ROOM,1,2500.0,60.0,1150.0,13.0,0.0,2.1739130434782608,1654
923,6,LIVING_DINING_ROOM,5,9000.0,185.0,5400.0,9.0,300.0,1.6666666666666667,58
440,1,LIVING_DINING_ROOM,1,500.0,35.0,1259.0,3.0,40.0,0.3971405877680699,0
356,5,KITCHEN,2,2800.0,68.0,1390.0,10.0,80.0,2.014388489208633,100
605,6,LIVING_DINING_ROOM,2,2580.0,62.0,1290.0,9.0,100.0,2.0,83
837,3,KITCHEN,1,1200.0,21.0,520.0,3.0,120.0,2.3076923076923075,0
893,1,LIVING_DINING_ROOM,3,1000.0,110.0,2990.0,40.0,100.0,0.33444816053511706,348
951,2,LIVING_DINING_ROOM,1,1000.0,43.0,1229.0,19.0,0.0,0.8136696501220505,1297
1368,1,LIVING_DINING_ROOM,2,1000.0,55.0,1000.0,23.0,100.0,1.0,51
458,1,LIVING_DINING_ROOM,2,1000.0,80.0,1750.0,11.0,100.0,0.5714285714285714,0
860,6,LIVING_DINING_ROOM,3,4500.0,76.0,1500.0,33.0,150.0,3.0,0
766,3,LIVING_DINING_ROOM,1,1500.0,36.0,1817.0,17.0,100.0,0.825536598789213,142
30,1,LIVING_DINING_ROOM,2,1800.0,103.0,1800.0,30.0,200.0,1.0,0
740,1,UNCATEGORIZED,1,245.0,55.0,245.0,0.0,80.0,1.0,0
49,3,LIVING_DINING_ROOM,4,2900.0,100.0,2900.0,16.0,150.0,1.0,886
576,2,ROOM_BEDROOM,3,1500.0,68.0,2350.0,18.0,150.0,0.6382978723404256,1678
893,6,LIVING_DINING_ROOM,3,2100.0,65.0,2099.0,25.0,200.0,1.0004764173415912,677
356,1,OUTDOOR_BUILDING,3,2800.0,50.0,1450.0,15.0,150.0,1.9310344827586208,61
356,1,LIVING_DINING_ROOM,2,500.0,54.0,1000.0,24.0,100.0,0.5,0
568,3,ROOM_BEDROOM,1,0.0,22.0,2800.0,8.0,0.0,0.0,275
823,6,LIVING_DINING_ROOM,2,1050.0,43.0,1050.0,24.0,100.0,1.0,1239
458,6,LIVING_DINING_ROOM,2,2000.0,60.0,1500.0,15.0,150.0,1.3333333333333333,0
568,3,LIVING_DINING_ROOM,2,2500.0,48.0,1250.0,21.0,100.0,2.0,148
356,3,KITCHEN,3,1800.0,62.55,1080.0,20.0,100.0,1.6666666666666667,0
374,3,LIVING_DINING_ROOM,2,2300.0,60.0,2300.0,12.0,0.0,1.0,83
405,3,ROOM_BEDROOM,1,1000.0,36.0,850.0,13.0,75.0,1.1764705882352942,257
239,1,KITCHEN,0,690.0,55.0,690.0,8.0,80.0,1.0,0
440,5,UNCATEGORIZED,2,965.0,39.0,965.0,9.0,50.0,1.0,925
405,1,OUTDOOR_HOUSE,0,1300.0,55.0,1300.0,9.0,80.0,1.0,0
1388,1,LIVING_DINING_ROOM,2,2022.0,72.0,1520.0,17.0,80.0,1.3302631578947368,110
759,1,LIVING_DINING_ROOM,2,1000.0,52.0,1000.0,2.0,150.0,1.0,129
759,1,ROOM_BEDROOM,4,3000.0,125.0,3000.0,12.0,150.0,1.0,81
496,12,LIVING_DINING_ROOM,2,2940.0,69.0,980.0,5.0,100.0,3.0,0
287,2,LIVING_DINING_ROOM,3,3000.0,60.0,1630.0,19.0,0.0,1.8404907975460123,263
0,24,KITCHEN,2,1500.0,40.0,1710.0,6.0,150.0,0.8771929824561403,179
1052,1,UNCATEGORIZED,1,500.0,55.0,1300.0,0.0,80.0,0.38461538461538464,0
458,1,LIVING_DINING_ROOM,2,2000.0,50.0,1100.0,29.0,50.0,1.8181818181818181,67
1052,3,UNCATEGORIZED,1,1400.0,45.0,1450.0,26.0,70.0,0.9655172413793104,1051
287,2,ROOM_BEDROOM,1,1250.0,25.0,799.0,5.0,99.0,1.5644555694618272,2850
1052,3,LIVING_DINING_ROOM,2,2500.0,64.0,1750.0,27.0,60.0,1.4285714285714286,2148
959,3,ROOM_BEDROOM,2,500.0,50.0,1300.0,21.0,0.0,0.38461538461538464,105
893,3,LIVING_DINING_ROOM,1,1500.0,61.0,1500.0,6.0,50.0,1.0,70
893,1,LIVING_DINING_ROOM,1,3750.0,55.0,3750.0,23.0,80.0,1.0,0
893,3,LIVING_DINING_ROOM,2,1700.0,64.0,1750.0,9.0,120.0,0.9714285714285714,358
348,1,TERRACE,2,200.0,55.0,400.0,6.0,80.0,0.5,0
0,3,LIVING_DINING_ROOM,2,500.0,70.0,1850.0,8.0,50.0,0.2702702702702703,0
374,3,ROOM_BEDROOM,1,1500.0,32.0,870.0,7.0,80.0,1.7241379310344827,0
49,6,KITCHEN,3,2500.0,80.0,2900.0,19.0,150.0,0.8620689655172413,1019
49,3,LIVING_DINING_ROOM,1,500.0,37.0,880.0,7.0,0.0,0.5681818181818182,0
1024,2,ROOM_BEDROOM,1,950.0,41.0,915.0,30.0,80.0,1.0382513661202186,0
1091,1,LIVING_DINING_ROOM,2,3150.0,81.0,3150.0,20.0,170.0,1.0,615
923,7,BATHROOM,5,3200.0,73.0,3200.0,12.0,200.0,1.0,0
356,1,KITCHEN,2,500.0,42.0,2200.0,15.0,90.0,0.22727272727272727,308
766,3,ROOM_BEDROOM,1,990.0,27.0,990.0,10.0,80.0,1.0,339
893,2,LIVING_DINING_ROOM,2,450.0,70.0,1480.0,25.0,100.0,0.30405405405405406,4
458,2,LIVING_DINING_ROOM,4,1500.0,70.0,1890.0,24.0,370.0,0.7936507936507936,0
759,2,LIVING_DINING_ROOM,3,3850.0,80.0,3850.0,11.0,80.0,1.0,0
896,2,LIVING_DINING_ROOM,2,1000.0,70.0,1500.0,14.0,0.0,0.6666666666666666,255
923,3,LIVING_DINING_ROOM,2,2500.0,70.0,1595.0,9.0,0.0,1.567398119122257,0
893,1,LIVING_DINING_ROOM,2,3000.0,40.0,2500.0,22.0,150.0,1.2,1664
795,1,TERRACE,2,2880.0,60.0,750.0,9.0,0.0,3.84,0
759,3,LIVING_DINING_ROOM,3,1500.0,81.0,1650.0,8.0,80.0,0.9090909090909091,0
440,1,LIVING_DINING_ROOM,2,1000.0,38.0,2410.0,8.0,119.0,0.4149377593360996,44
405,1,BATHROOM,2,700.0,39.0,500.0,4.0,100.0,1.4,987
440,1,ROOM_BEDROOM,1,500.0,32.0,900.0,4.0,50.0,0.5555555555555556,0
567,3,LIVING_DINING_ROOM,1,400.0,27.0,600.0,5.0,0.0,0.6666666666666666,0
1414,1,LIVING_DINING_ROOM,5,5000.0,160.0,8332.0,62.0,360.0,0.600096015362458,151
759,1,ROOM_BEDROOM,1,500.0,55.0,1099.0,42.0,80.0,0.4549590536851683,0
923,9,OUTDOOR_HOUSE,2,1575.0,65.0,1575.0,9.0,300.0,1.0,174
875,2,OUTDOOR_HOUSE,2,2000.0,60.0,1070.0,14.0,120.0,1.8691588785046729,46
1332,1,LIVING_DINING_ROOM,2,3000.0,60.0,1850.0,18.0,150.0,1.6216216216216217,470
1324,2,OUTDOOR_BUILDING,3,1200.0,60.0,1200.0,8.0,100.0,1.0,1489
356,1,UNCATEGORIZED,0,849.0,55.0,849.0,0.0,80.0,1.0,0
0,3,UNCATEGORIZED,0,1600.0,55.0,1600.0,0.0,80.0,1.0,0
1192,3,LIVING_DINING_ROOM,1,2100.0,37.0,1050.0,7.0,0.0,2.0,0
1368,6,LIVING_DINING_ROOM,4,4000.0,99.0,2100.0,17.0,200.0,1.9047619047619047,149
49,6,TERRACE,2,3500.0,40.0,1950.0,12.0,100.0,1.794871794871795,1604
809,1,LIVING_DINING_ROOM,1,500.0,37.0,1100.0,5.0,35.0,0.45454545454545453,57
374,3,ROOM_BEDROOM,1,0.0,80.0,1400.0,10.0,0.0,0.0,0
459,6,LIVING_DINING_ROOM,4,2000.0,162.0,2100.0,25.0,150.0,0.9523809523809523,128
49,3,LIVING_DINING_ROOM,4,1000.0,104.0,1750.0,5.0,0.0,0.5714285714285714,0
49,3,LIVING_DINING_ROOM,3,2500.0,100.0,1900.0,24.0,150.0,1.3157894736842106,282
1192,1,ROOM_BEDROOM,1,1190.0,30.0,1190.0,27.0,120.0,1.0,6618
287,2,LIVING_DINING_ROOM,2,1090.0,50.0,1090.0,5.0,80.0,1.0,0
893,2,OUTDOOR_BUILDING,2,2000.0,70.0,1300.0,6.0,50.0,1.5384615384615385,0
925,2,LIVING_DINING_ROOM,2,3250.0,85.0,2150.0,13.0,100.0,1.5116279069767442,477
984,6,LIVING_DINING_ROOM,1,1100.0,30.0,1100.0,11.0,50.0,1.0,339
822,1,LIVING_DINING_ROOM,1,1499.0,35.0,924.0,29.0,250.0,1.6222943722943723,312
458,1,LIVING_DINING_ROOM,1,500.0,55.0,2500.0,27.0,0.0,0.2,0
287,3,LIVING_DINING_ROOM,2,2900.0,43.0,1450.0,10.0,150.0,2.0,0
343,1,KITCHEN,3,500.0,70.0,2500.0,14.0,80.0,0.2,722
893,3,LIVING_DINING_ROOM,5,5000.0,110.0,3350.0,30.0,30.0,1.492537313432836,1125
49,12,GARDEN,1,0.0,25.0,750.0,12.0,0.0,0.0,519
1379,6,LIVING_DINING_ROOM,3,2650.0,106.0,2650.0,12.0,150.0,1.0,59
923,1,UNCATEGORIZED,1,500.0,55.0,2000.0,0.0,80.0,0.25,0
440,3,ROOM_BEDROOM,1,2700.0,35.0,1350.0,33.0,150.0,2.0,402
568,3,ROOM_BEDROOM,1,2350.0,25.0,750.0,17.0,50.0,3.1333333333333333,0
568,6,ROOM_BEDROOM,4,4000.0,93.0,2000.0,20.0,150.0,2.0,134
349,1,LIVING_DINING_ROOM,3,900.0,60.0,1290.0,11.0,80.0,0.6976744186046512,426
356,1,FLOOR_PLAN,1,4200.0,46.0,4200.0,10.0,0.0,1.0,1
440,1,LIVING_DINING_ROOM,6,2700.0,120.0,2700.0,34.0,100.0,1.0,0
567,3,LIVING_DINING_ROOM,2,2800.0,64.0,1650.0,20.0,83.0,1.696969696969697,1055
531,2,LIVING_DINING_ROOM,2,2000.0,68.0,1750.0,39.0,100.0,1.1428571428571428,863
567,4,KITCHEN,2,500.0,65.0,2000.0,8.0,80.0,0.25,0
923,6,TERRACE,4,4000.0,101.0,2550.0,33.0,150.0,1.5686274509803921,0
349,3,ROOM_BEDROOM,2,1300.0,45.0,790.0,12.0,60.0,1.6455696202531647,278
287,2,OUTDOOR_BUILDING,4,2000.0,97.0,1900.0,18.0,80.0,1.0526315789473684,1272
925,2,LIVING_DINING_ROOM,3,500.0,80.0,1925.0,12.0,100.0,0.2597402597402597,296
441,6,LIVING_DINING_ROOM,2,500.0,56.0,870.0,5.0,0.0,0.5747126436781609,0
1067,1,LIVING_DINING_ROOM,1,1990.0,28.0,995.0,8.0,45.0,2.0,1392
1414,1,LIVING_DINING_ROOM,2,1000.0,50.0,2521.0,47.0,170.0,0.3966679888932963,212
374,3,LIVING_DINING_ROOM,3,1600.0,100.0,1290.0,15.0,0.0,1.2403100775193798,0
923,3,UNCATEGORIZED,1,1000.0,21.0,1500.0,7.0,50.0,0.6666666666666666,475
440,3,LIVING_DINING_ROOM,2,1090.0,55.0,1190.0,16.0,150.0,0.9159663865546218,590
766,1,UNCATEGORIZED,0,1449.0,55.0,1449.0,0.0,80.0,1.0,0
984,6,LIVING_DINING_ROOM,1,1560.0,45.0,780.0,13.0,90.0,2.0,268
490,1,LIVING_DINING_ROOM,1,500.0,25.0,990.0,13.0,95.0,0.5050505050505051,325
440,1,LIVING_DINING_ROOM,1,1000.0,30.0,1345.0,9.0,100.0,0.7434944237918215,1686
923,6,LIVING_DINING_ROOM,2,3200.0,68.0,1600.0,30.0,150.0,2.0,0
348,1,TERRACE,2,1350.0,84.0,1350.0,12.0,80.0,1.0,0
923,6,ROOM_BEDROOM,1,2220.0,33.0,1110.0,11.0,0.0,2.0,82
234,3,UNCATEGORIZED,1,500.0,55.0,954.0,0.0,80.0,0.5241090146750524,0
427,1,LIVING_DINING_ROOM,1,500.0,30.0,780.0,10.0,100.0,0.6410256410256411,0
920,1,FLOOR_PLAN,2,910.0,30.0,910.0,4.0,0.0,1.0,400
841,1,LIVING_DINING_ROOM,2,1450.0,50.0,1450.0,7.0,50.0,1.0,178
1052,1,UNCATEGORIZED,1,500.0,55.0,2189.0,0.0,80.0,0.2284148012791229,0
575,3,LIVING_DINING_ROOM,2,1350.0,53.0,1350.0,16.0,50.0,1.0,764
356,1,BATHROOM,1,1000.0,39.0,1190.0,9.0,100.0,0.8403361344537815,262
576,1,UNCATEGORIZED,1,2000.0,55.0,2000.0,0.0,80.0,1.0,0
655,1,LIVING_DINING_ROOM,1,500.0,55.0,1500.0,1.0,0.0,0.3333333333333333,0
486,12,ROOM_BEDROOM,1,600.0,16.0,387.0,6.0,80.0,1.550387596899225,0
568,3,LIVING_DINING_ROOM,1,2000.0,46.0,1090.0,8.0,150.0,1.834862385321101,0
440,6,LIVING_DINING_ROOM,3,500.0,60.0,1290.0,23.0,0.0,0.3875968992248062,0
562,1,LIVING_DINING_ROOM,2,2000.0,53.0,1750.0,13.0,80.0,1.1428571428571428,1472
343,1,ROOM_BEDROOM,1,200.0,25.0,1200.0,13.0,60.0,0.16666666666666666,690
631,6,LIVING_DINING_ROOM,5,4000.0,150.0,2000.0,20.0,150.0,2.0,0
1070,1,ROOM_BEDROOM,3,900.0,50.0,900.0,22.0,60.0,1.0,649
97,1,TERRACE,3,1260.0,85.0,1260.0,34.0,150.0,1.0,659
795,1,UNCATEGORIZED,1,500.0,55.0,800.0,0.0,0.0,0.625,0
923,12,LIVING_DINING_ROOM,6,1700.0,220.0,1700.0,17.0,20.0,1.0,0
893,5,LIVING_DINING_ROOM,2,2980.0,35.0,1490.0,11.0,150.0,2.0,502
759,2,UNCATEGORIZED,1,4300.0,60.0,2150.0,0.0,0.0,2.0,0
669,1,ROOM_BEDROOM,1,1000.0,30.0,800.0,4.0,30.0,1.25,278
1325,6,LIVING_DINING_ROOM,2,2100.0,55.0,1150.0,16.0,99.0,1.826086956521739,789
440,1,LIVING_DINING_ROOM,1,500.0,31.0,1350.0,12.0,200.0,0.37037037037037035,168
759,1,UNCATEGORIZED,1,3500.0,55.0,3500.0,0.0,80.0,1.0,0
893,1,LIVING_DINING_ROOM,3,500.0,109.0,3300.0,17.0,45.0,0.15151515151515152,0
206,5,LIVING_DINING_ROOM,3,1000.0,75.0,1250.0,19.0,0.0,0.8,191
923,1,LIVING_DINING_ROOM,3,1300.0,80.0,1300.0,5.0,80.0,1.0,189
356,1,OUTDOOR_HOUSE,3,500.0,62.0,970.0,9.0,0.0,0.5154639175257731,0
356,3,ROOM_BEDROOM,1,2550.0,40.0,950.0,14.0,100.0,2.6842105263157894,0
1083,3,OUTDOOR_BUILDING,2,3000.0,60.0,1190.0,11.0,0.0,2.5210084033613445,0
1192,3,LIVING_DINING_ROOM,3,3980.0,66.39,1990.0,20.0,300.0,2.0,2005
568,3,LIVING_DINING_ROOM,3,2450.0,91.0,2450.0,22.0,150.0,1.0,0
972,2,LIVING_DINING_ROOM,2,2500.0,115.0,2500.0,26.0,200.0,1.0,1126
766,3,KITCHEN,1,500.0,32.0,890.0,20.0,75.0,0.5617977528089888,202
568,3,LIVING_DINING_ROOM,2,0.0,63.0,3850.0,6.0,130.0,0.0,194
452,1,ROOM_BEDROOM,3,1000.0,80.0,1700.0,9.0,50.0,0.5882352941176471,479
893,1,LIVING_DINING_ROOM,2,500.0,55.0,1400.0,27.0,60.0,0.35714285714285715,705
1061,1,UNCATEGORIZED,1,500.0,55.0,1300.0,0.0,0.0,0.38461538461538464,0
1034,1,HALL_CORRIDOR,1,500.0,55.0,620.0,7.0,0.0,0.8064516129032258,0
287,1,TERRACE,2,4000.0,80.0,4970.0,15.0,180.0,0.8048289738430584,0
1176,1,LIVING_DINING_ROOM,1,500.0,32.0,900.0,6.0,80.0,0.5555555555555556,301
1388,1,ROOM_BEDROOM,1,1000.0,25.0,1190.0,14.0,99.0,0.8403361344537815,413
923,6,LIVING_DINING_ROOM,1,2100.0,34.0,990.0,18.0,150.0,2.121212121212121,1596
855,1,LIVING_DINING_ROOM,4,1250.0,86.0,1250.0,11.0,100.0,1.0,224
923,6,GARDEN,1,1500.0,31.0,1200.0,7.0,80.0,1.25,0
458,2,LIVING_DINING_ROOM,3,0.0,72.0,1980.0,25.0,0.0,0.0,138
356,1,BATHROOM,1,0.0,28.0,1000.0,23.0,0.0,0.0,567
1052,4,LIVING_DINING_ROOM,2,2000.0,45.0,1300.0,28.0,150.0,1.5384615384615385,763
458,1,LIVING_DINING_ROOM,4,2400.0,126.0,2800.0,49.0,80.0,0.8571428571428571,863
568,6,BATHROOM,3,3000.0,80.0,1800.0,20.0,150.0,1.6666666666666667,360
